Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Summary,Option2 Name,Option2 Value,Option2 Summary,Option3 Name,Option3 Value,Option3 Summary,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
p59,P59,<p>Discover timeless elegance with P59 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P59,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P59 - Newds.Co Fine Jewelry,Shop P59 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p60,P60,<p>Discover timeless elegance with P60 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P60,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P60 - Newds.Co Fine Jewelry,Shop P60 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p61,P61,<p>Discover timeless elegance with P61 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P61,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P61 - Newds.Co Fine Jewelry,Shop P61 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p62,P62,<p>Discover timeless elegance with P62 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P62,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P62 - Newds.Co Fine Jewelry,Shop P62 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p63,P63,<p>Discover timeless elegance with P63 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P63,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P63 - Newds.Co Fine Jewelry,Shop P63 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p64,P64,<p>Discover timeless elegance with P64 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P64,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P64 - Newds.Co Fine Jewelry,Shop P64 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p65,P65,<p>Discover timeless elegance with P65 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P65,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P65 - Newds.Co Fine Jewelry,Shop P65 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p66,P66,<p>Discover timeless elegance with P66 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P66,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P66 - Newds.Co Fine Jewelry,Shop P66 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p67,P67,<p>Discover timeless elegance with P67 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P67,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P67 - Newds.Co Fine Jewelry,Shop P67 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p68,P68,<p>Discover timeless elegance with P68 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P68,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P68 - Newds.Co Fine Jewelry,Shop P68 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p69,P69,<p>Discover timeless elegance with P69 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P69,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P69 - Newds.Co Fine Jewelry,Shop P69 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p70,P70,<p>Discover timeless elegance with P70 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P70,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P70 - Newds.Co Fine Jewelry,Shop P70 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p71,P71,<p>Discover timeless elegance with P71 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P71,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P71 - Newds.Co Fine Jewelry,Shop P71 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p72,P72,<p>Discover timeless elegance with P72 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P72,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P72 - Newds.Co Fine Jewelry,Shop P72 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p73,P73,<p>Discover timeless elegance with P73 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P73,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P73 - Newds.Co Fine Jewelry,Shop P73 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p74,P74,<p>Discover timeless elegance with P74 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P74,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P74 - Newds.Co Fine Jewelry,Shop P74 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p75,P75,<p>Discover timeless elegance with P75 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P75,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P75 - Newds.Co Fine Jewelry,Shop P75 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p76,P76,<p>Discover timeless elegance with P76 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P76,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P76 - Newds.Co Fine Jewelry,Shop P76 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p77,P77,<p>Discover timeless elegance with P77 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P77,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P77 - Newds.Co Fine Jewelry,Shop P77 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p78,P78,<p>Discover timeless elegance with P78 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P78,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P78 - Newds.Co Fine Jewelry,Shop P78 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p79,P79,<p>Discover timeless elegance with P79 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P79,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P79 - Newds.Co Fine Jewelry,Shop P79 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p80,P80,<p>Discover timeless elegance with P80 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P80,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P80 - Newds.Co Fine Jewelry,Shop P80 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p81,P81,<p>Discover timeless elegance with P81 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P81,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P81 - Newds.Co Fine Jewelry,Shop P81 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p82,P82,<p>Discover timeless elegance with P82 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P82,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P82 - Newds.Co Fine Jewelry,Shop P82 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p83,P83,<p>Discover timeless elegance with P83 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P83,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P83 - Newds.Co Fine Jewelry,Shop P83 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p84,P84,<p>Discover timeless elegance with P84 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P84,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P84 - Newds.Co Fine Jewelry,Shop P84 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p85,P85,<p>Discover timeless elegance with P85 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P85,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P85 - Newds.Co Fine Jewelry,Shop P85 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p86,P86,<p>Discover timeless elegance with P86 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P86,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P86 - Newds.Co Fine Jewelry,Shop P86 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
p87,P87,<p>Discover timeless elegance with P87 by Newds.Co. Crafted with fine detail and premium finish.</p>,Newds.Co,Apparel & Accessories > Jewelry,Jewelry,"Jewelry, New, Best Seller",TRUE,Title,Default Title,,,,,,,,NW-P87,100,shopify,100,deny,manual,49.00,69.00,TRUE,TRUE,,FALSE,P87 - Newds.Co Fine Jewelry,Shop P87 handcrafted fine jewelry at Newds.Co. Free shipping available.,,,,,,,g,,15.00,,,active
